label, text
 Power transmission equipment, Power dispatch software
 Pigments, Ink
 trading, Luggage Transportation
 Power battery system, Battery Energy Storage System Balancing Technology
 Monitoring unit, Large screen display monitoring
 Pigments, Blue pigment
 Metal Crafts, Tinware Crafts
 trading, Rail freight services
 Metal smelting and processing, High purity aluminum smelting
 Car Repair, Electric vehicle battery repair
 Power System, Power supply abnormality monitoring system
 Metal Crafts,Copper ice bucket
 Coal-fired generators, Power plant fault diagnosis services
 Information business, Information collection tools
 Temperature Sensor, Precision Temperature Sensor
 Lithium-ion battery, Battery cycle life test
 Glasses, Handmade glasses
 Iron and Steel Metallurgy, Steel rolling
 New Energy Vehicles, New energy vehicle AC charging pile
 Metal smelting and processing, Forged Steel
 Pumped Storage, Power Equipment Decommissioning Services
 Steel, Ordinary carbon steel
 lubricating oil, Offshore oilfield lubricants
Automation control products, Electrical Automation Protector
 Wind power plant development and construction, Wind farm facility inspection and repair
 Photovoltaic power station operation, Remote monitoring of equipment
 Glasses, Hot selling glasses styles
 Information business, Political News Platform
 Decoration, Kitchen wall tiles
 Equipment Installation, Power cable installation
 Wind power, Wind turbine blades
 Industrial gas processing equipment, Industrial exhaust gas filters
 Car Repair, Wheel repair
 Power System, Current protection switch
 Management Consulting, Enterprise risk assessment
 Warehousing Services, Remote management of warehouse equipment
 Power Station, Battery Energy Storage System
 Inorganic Fiber,Chrome fiber composite
 New Energy Vehicles, New energy vehicle power electronic control unit
 Power battery system, Battery pack cloud monitoring
 Engine parts, Electronic cooling system
 Integrated control system, Industrial Computer
 Temperature Sensor, Nano Temperature Sensor
 Mechanical Equipment, Air compressor
 Charging and swapping stations, Power monitoring data acquisition device
 Photovoltaic power station operation, Power load monitoring
 Satellite navigation application system, Animal health monitoring location
 Monitoring unit, Construction site security monitoring
 Industrial gas processing equipment, Nitrogen recovery system
 Monitoring unit, Power tool monitoring
 Auto Finance, Car loan program
 New Energy Vehicles, New energy vehicle on-board charger
 Energy storage machine, Battery swap station
 Metal Crafts, Iron decorations
 Warehousing Services, Warehousing and transportation integration
 Inorganic Fiber, Tungsten fiber sheet
 New Energy Vehicles, New energy vehicle on-board power module
 Satellite navigation application system, Public facility maintenance positioning service
 Financial leasing, Equipment Financing
 Video surveillance equipment, Cloud video surveillance architecture design
 Energy Management System, Energy Management System Integration Services
 Charging and swapping stations, Electrical protection system
 Wind power operation, Wind Farm Environmental Impact Assessment
 Body accessories, Anti-ultraviolet window film
 Power Generation Machinery, Sewage treatment equipment
 trading, Travel Routes
 Energy Management System, Heat recovery system
 fastener, Fixing nut
 Crystalline silicon material, Silicon polycrystalline solar panels
 Photovoltaic power station operation, Photovoltaic project filing service
 Mechanical Equipment, Tool grinding machine
 Pigments, Environmentally friendly dyes
 Temperature Sensor, Multifunctional temperature sensor
 Integrated control system, Power System Monitoring and Control
 Photovoltaic modules,Photovoltaic cell processing materials
 Power Generation Machinery, Condenser
 Engine parts, Exhaust Muffler
 Video surveillance equipment, Mobile video surveillance cloud service
 Power transmission equipment, Power System Data Acquisition System
 Mechanical Equipment, Industrial boilers
 Mechanical Equipment, Rolling bearings
 Intelligent transportation equipment, Intelligent pedestrian crossing system
 oil, Oil Exploration
 Power System, Silicon Rectifier
 Lithium-ion battery, Battery temperature management system
 Video surveillance equipment, Video Intelligent Analysis Hardware
 Power Station, Power equipment after-sales service
 fastener, Forged screws
 oil, Oil prospecting technology
 Solar cell modules, Solar cell module conductive adhesive
 Power Generation Machinery, Voltage Regulator
Automation control products, Temperature Sensor
 Charging and swapping stations, Power distribution management system
 Steel, Manganese steel
 Car maintenance and repair, Battery
 nuclear power, Nuclear power accident emergency response
 Satellite communication transmission equipment, Satellite frequency switching device
 Power Station, Power load management system
 Charging and swapping stations, Power system monitoring
 Glasses,Glasses cleaning cloth
 Testing machine, Fatigue life testing machine
 Car interior products, Constant temperature cup holder
 Auto Finance, Car loan consultation
 Car interior products, Blind Spot Detection System
 Engine parts,Environmentally friendly injector
 Glasses, Frame design consultation
 Power Station, Power Generation License Application Service
 Wind power, Wind turbine electrical maintenance equipment
 Charging station service, Multi-point charging service
 Information business,Data journalism production tools
 Integrated control system, LiDAR control system
 Solar cell modules, Photovoltaic cell moisture resistance test
 Monitoring unit, Temperature monitoring system
 Monitoring unit, Intelligent building monitoring system
 Motor oil, Fully synthetic motor oil development
 Warehousing and distribution, Delivery route planning software
 Information business, Public data services
 Warehousing and distribution, Freight Forwarding Services
 Truck, Car brake disc
 Temperature Sensor,Instrument temperature sensor
 Pigments, Masterbatch
 Industrial gas processing equipment, Nitrogen delivery system
 Intelligent transportation equipment, Intelligent traffic control system for expressways
 Iron and Steel Metallurgy, Steel hot rolling production line
 Crystalline silicon material, Silicon particles
 Photovoltaic modules, Photovoltaic system load assessment
 Engine parts, Ignition module
 Decoration, Air conditioning installation
 Motor oil, Oil compatibility test
 Body accessories, Car window glass lift accessories
 Motor oil, Oil Adder
 Automobile, Car rear bumper
 Warehousing and distribution, Warehouse Information Platform
 Lithium-ion battery, Battery protector
 Motor, Motor junction box
 Power Generation Machinery, Wind turbine testing
 Wind power plant development and construction, Wind farm system integration development
